Date,AAPL,AGG,AMZN,DBC,GLD,GOOGL,IEF,JNJ,JNK,JPM,KO,LQD,MSFT,NVDA,PG,SPY,TLT,TSLA,UNG,USO,WMT,XOM,^GSPC,^VIX,^TNX
2022-10-04,143.55596923828125,86.06757354736328,121.08999633789064,21.849164962768555,160.6999969482422,100.80683898925781,86.5902099609375,149.41781616210938,70.41255518632703,103.33985137939452,51.16428756713868,90.22815704345703,241.83345031738278,13.149756431579592,118.91622924804688,360.68365478515625,90.70510864257812,249.44000244140622,93.95999908447266,70.27999877929689,42.89260864257813,84.68132019042969,3790.929931640625,29.06999969482422,3.617000102996826
2022-10-05,143.85073852539062,85.61583709716798,120.9499969482422,22.240726470947266,159.80999755859372,100.59854888916016,85.77013397216797,148.95770263671875,70.17047091931302,102.06394958496092,50.67769622802735,89.54588317871095,242.1443634033203,13.19170093536377,118.0936050415039,359.8439025878906,89.83782958984375,240.80999755859372,95.76000213623045,71.94000244140626,42.467674255371094,88.1034164428711,3783.280029296875,28.549999237060547,3.759000062942505
2022-10-06,142.89762878417966,85.27925872802736,120.30000305175784,22.379947662353512,159.63000488281247,100.58863830566406,85.29772186279297,146.07078552246094,69.94401005360538,99.98363494873047,49.58735656738282,89.33862304687501,239.8026123046875,13.112804412841799,115.60743713378906,356.13183593750006,89.3384780883789,238.13000488281247,95.36000061035155,72.98999786376953,42.07149887084961,90.71666717529297,3744.52001953125,30.520000457763672,3.8259999752044678
2022-10-07,137.65060424804685,84.82751464843751,114.55999755859378,22.61488342285156,157.8800048828125,97.87110900878905,84.87873840332031,144.52804565429688,69.16311644254259,97.9865493774414,49.11879730224611,88.44913482666016,227.60794067382812,12.060184478759767,113.58737945556639,346.1979064941407,88.47119903564453,223.07000732421872,91.76000213623045,75.09999847412111,41.07465362548828,89.80112457275392,3639.659912109375,31.360000610351562,3.882999897003174
2022-10-10,137.97485351562497,84.44665527343751,113.66999816894536,22.36254692077636,155.47999572753906,97.05782318115234,84.37955474853516,144.71751403808594,68.28853472579804,97.07122802734375,49.010662078857436,87.65463256835938,222.75921630859375,11.654715538024904,113.12122344970703,343.5545959472657,87.09579467773438,222.96000671386713,89.8000030517578,73.77999877929689,41.31748580932617,87.8545379638672,3612.389892578125,32.45000076293945,3.888000011444092
2022-10-11,136.5599212646484,84.49978637695314,112.20999908447268,22.04059410095214,155.16000366210938,96.38339233398438,84.59349822998047,146.81053161621094,68.49935724672605,94.26976013183594,49.091762542724624,87.47326660156251,219.02796936035156,11.57082462310791,113.5508346557617,341.3788452148438,87.48126983642577,216.49999999999994,90.48000335693358,71.75000000000001,42.387794494628906,87.10791015625001,3588.8400878906245,33.630001068115234,3.938999891281128
2022-10-12,135.9311065673828,84.5706558227539,112.90000152587895,22.04059410095214,155.99000549316406,96.76028442382812,84.86981964111327,146.77447509765625,68.63213000675192,95.79531860351561,49.686485290527365,87.36964416503908,219.35833740234378,11.484939575195312,113.7336502075195,340.25277709960943,87.91056823730467,217.240005493164,88.44000244140624,70.9300003051758,41.90855407714844,87.49011993408205,3577.0300292968745,33.56999969482422,3.9019999504089355
2022-10-13,140.50012207031247,84.304931640625,112.52999877929692,22.34514236450195,154.91000366210938,98.24797821044922,84.51326751708983,148.9938049316406,68.76486540809464,101.12088012695312,50.34429168701174,87.52507019042969,227.60794067382815,11.944337844848633,115.45204162597653,349.2324523925782,87.06951904296872,221.72000122070307,92.16000366210936,72.51999664306642,42.26319885253906,90.5477981567383,3669.9099121093745,31.940000534057617,3.9519999027252197
2022-10-14,135.97039794921872,83.84436798095702,106.90000152587895,21.901372909545895,152.97999572753906,95.76847839355469,84.04082489013672,148.3713226318359,68.5149806480324,102.8036117553711,49.542312622070334,86.68739318847656,222.08872985839844,11.212294578552246,114.32778167724607,341.2738647460938,86.35118865966795,204.990005493164,89.44000244140624,70.16999816894533,41.672122955322266,88.16564941406251,3583.0700683593745,32.02000045776367,4.010000228881836
2022-10-17,139.93022155761716,84.02149963378906,113.79000091552737,21.84916496276855,153.4199981689453,99.15052795410158,84.12996673583984,150.29293823242185,69.35051506911599,107.12136077880861,50.18208312988283,87.10192108154297,230.8048095703125,11.8724308013916,116.39349365234371,350.04360961914074,85.93069458007811,219.35000610351557,83.36000061035153,70.12999725341798,41.97245407104492,89.4367141723633,3677.949951171875,31.3700008392334,4.014999866485596
2022-10-18,141.24691772460935,84.16323089599608,116.3600006103516,21.61422729492187,153.75,99.94396209716798,84.34388732910155,149.76966857910153,69.84249156792886,109.87660217285158,50.85791397094728,87.6200942993164,231.74731445312503,11.951328277587889,117.33495330810544,354.1564331054689,86.13217163085936,220.1900024414062,80.16000366210935,68.6999969482422,42.85747146606445,89.5967025756836,3719.97998046875,30.5,3.997999906539917
2022-10-19,141.35494995117182,83.43690490722655,115.06999969482426,21.60552597045898,151.69000244140625,98.81331634521486,83.46144866943358,148.57882690429685,69.22560257603142,107.72234344482425,50.42539215087892,86.41970062255858,229.7845153808594,12.035217285156246,118.42265319824216,351.6467590332033,84.5640411376953,222.03999328613276,76.27999877929686,70.04000091552734,42.73604583740234,92.25436401367188,3695.159912109375,30.760000228881836,4.126999855041504
2022-10-20,140.89315795898432,82.93205261230467,115.25000000000003,21.622928619384766,151.4499969482422,99.15052795410158,82.83744812011717,148.95770263671872,68.80390523201896,107.37098693847659,49.63243103027345,85.66835021972655,229.463851928711,12.178028106689451,116.89735412597653,348.69808959960955,83.11857604980467,207.27999877929682,75.3199996948242,70.18000030517578,42.84148788452147,92.37882232666014,3665.780029296875,29.979999542236328,4.22599983215332
2022-10-21,144.7056121826171,83.05602264404295,119.31999969482425,21.649032592773438,154.14999389648435,100.3010025024414,83.02462768554686,152.20556640624997,69.31929068171316,113.01091003417972,50.42539215087892,85.91014862060545,235.26483154296878,12.44967460632324,118.3609771728515,357.17196655273455,81.6205596923828,214.44000244140616,71.27999877929686,70.56999969482422,43.70732498168944,94.09430694580075,3752.7499999999995,29.690000534057617,4.2129998207092285
2022-10-24,146.84761047363273,82.94091033935545,119.81999969482423,21.70994377136231,153.64999389648438,101.67961883544923,82.9176559448242,154.2534637451172,69.50671172349647,113.14960479736331,51.876155853271506,85.86696624755858,240.24955749511722,12.582498550415039,119.08818817138668,361.54244995117205,80.94602203369138,211.24999999999994,74.3199996948242,70.37999725341797,44.54122924804686,94.752082824707,3797.3400878906245,29.850000381469727,4.234000205993652
2022-10-25,149.687286376953,83.75577545166016,120.59999847412111,21.831762313842773,153.99999999999997,103.62355804443361,83.95166778564453,154.0098876953125,70.12361565886718,113.44545745849612,53.11966323852541,87.01559448242186,243.56303405761724,13.243632316589355,120.45979309082027,367.3157653808595,83.3025665283203,222.41999816894523,80.0,70.61000061035156,44.75208282470702,94.11207580566403,3859.110107421875,28.459999084472656,4.107999801635742
2022-10-26,146.74937438964835,84.12780761718751,115.66000366210939,22.24072647094727,154.97999572753903,103.7657117622493,84.37955474853514,155.36314392089844,70.29543571455403,114.74912261962892,53.516143798828146,87.41281127929686,243.84781503648955,12.879109382629396,121.3066711425781,364.5484619140626,84.50275421142575,224.63999938964838,79.3199996948242,72.97000122070312,45.0939483642578,95.23204803466794,3830.6000976562495,27.280000686645508,4.014999866485596
2022-10-27,142.2786102294921,84.55292510986328,110.95999908447267,22.275531768798835,154.74000549316403,100.80347084181548,84.97681427001952,155.45336914062497,70.8654395590591,115.20217895507812,53.642307281494155,87.81869506835936,239.03030929269033,13.1587438583374,121.39872741699216,362.601776123047,85.38754272460935,225.08999633789057,75.63999938964842,73.62000274658203,44.96295547485351,95.59648895263669,3807.300048828125,27.389999389648438,3.937000036239624
2022-10-28,142.4426192433461,84.34039306640625,103.41000366210938,22.014492034912116,153.16000366210935,105.2522977047006,84.54000854492186,157.76292419433594,71.40427879005445,116.5705337524414,54.750659942626974,88.00006103515624,248.6442311564911,13.81588077545166,124.47328186035153,371.22830200195324,84.80062103271482,228.52000427246088,74.76000213623045,72.81999969482422,45.531665802001946,98.39637756347653,3901.0600585937505,25.75,4.010000228881836
2022-10-31,140.2475438686743,84.05693817138672,102.44000244140625,21.857866287231452,151.91000366210935,103.3066196629948,84.15670776367186,156.9509582519531,70.31883719369873,116.38560485839844,53.93065643310549,87.52507019042967,244.701696492323,13.47932434082031,123.96697235107419,368.5467224121095,84.19612884521482,227.53999328613276,81.51999664306638,71.52999877929688,45.47415161132812,98.49414825439449,3871.9799804687505,25.8799991607666,4.077000141143799
2022-11-01,137.78723631514035,84.2131881713867,96.79000091552734,22.18851852416993,153.46000671386716,98.89058569351604,84.14152526855467,156.15705871582028,70.76700690061335,118.48441314697266,53.74142837524416,88.15483856201169,240.52717596638047,13.525263786315918,124.16028594970699,366.93405151367193,84.98299407958982,227.82000732421866,75.36000061035155,73.12000274658203,45.26967620849609,99.47189331054683,3856.10009765625,25.809999465942383,4.052000045776367
